Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoauxadjetivo,eu tô bem mais forte,"Inimigo Invisível (part: Kurupt, Pmc, Marcelo D2, Mi)",Nx Zero,Rock Alternativo; Romântico; Rock,"Kurupt:. Nx...zero, Nx... Nx... zero. Here Kurupt, young gotti, wat up?. . What's up world?. Let me tell you something, gonna teach you all a lesson... About life... Listen.... . Inside myself, I find myself. Hidden from the rainy world, with no help. Nobody else, nobody else. Is just me 'bout myself, paying like whelps. Stepping into the chain, fulfill my anger. Fears no one, I'm no strange to the danger. A deathly concussion, playing with fire mixed with oxygen. Cause this will make it all spread. When everybody else in the building is dead, yeah. I see, is no discussion. It's all consequences of repercutions. Don't make the swore like Lotus. Cause all you all got, yall, tear your motives. Yeah, the invisible enemy. Sometimes we're our own invisible enemy. The invisible frenemy. Everybody act like they all be friend of me. They got this hoax tendencies. Make me wanna surround like ""there's the enemy"". The beginning, the end of me, everything is blurry. Necessary to shoot and leave in a hurry. It's been an eternity, trying to figure out my life, like. What's life like, when the dark has win the light, light.... . Nx Zero:. Afogue suas mágoas (the invisible enemies). Em suas próprias mentiras (the invisible frenemy). Depois de cada erro vem você dizer.. . Marcelo D2:. Ok, Ok.. Na lata e na pressão é meu estilo. Você tem problema ok. Eu também tenho e aquilo. ""Cê"" tem medo de que? ""Cê"" tem fome de que?. O mundo na real tá cagando pra você. Então, se o mundo é nosso e o raciocínio é lógico. Mostrou medo pros cães, perdeu no psicológico.. O que tem pra perder, nasceu foi pra viver,. Isso tudo não é nosso, quer levar vai se fuder. Já era não tem conversa se tá na chuva é, é melhor tu ter pressa. Alguns só são felizes com dinheiro na mão,. E outros negando isso sentem satisfação.. A vida não aceita nego ""dedo de seta"", então vai,. Então vai por mim faça a coisa certa.. Eu sei que não tá fácil irmão, nem tudo vem na nossa mão, então.... . PMC:. Ideia vai, ideia vem, vem que vem depressa é.. E eu não preciso de promessa.. Manda quem pode obedece quem tem medo.. Eu risco do caderno toda a sensação de medo.. E aí?. Joga a carta na mesa, tenta a sorte,. O jogo é meu, hoje eu tô bem mais forte.. E eu sigo em frente corrido no paralelo,. Seu vento muito fraco não derruba meu castelo.. Um isqueiro, um pavil, você tá na mira, você pira. E afoga sua mágoa na mentira.. Então bola na grade e aí, qual que vai ser,. Depois de cada erro o que que tu vai dizer?. Dormi no teu barulho e acordei assustado,. Várias neuroses e uns papo furado. Atrás do buraco vai ficar na mira,. Afoga sua mágoa na própria mentira.. . Nx Zero:. (Yeah) Muitos não sabem de onde vem.. E outros nem sabem pra onde vão.. (Aham aham). Não se contentam com o pouco que tem.. (Uh) E outros simplesmente lavam suas mãos.. (Yeah. yeah. yeah). E outros simplesmente lavam suas mãos.. (Yeah. yeah. yeah). E outros simplesmente lavam suas mãos.. . Afogue suas mágoas (the invisible enemies). Em suas próprias mentiras (the invisible frenemy). Depois de cada erro vem você dizer.. . Marcelo D2:. Nossos erros são nossos, são nossos, cê tem que saber. O ódio que cê manda a todo mundo volta pra você.. . Mi:. Cai, cai.... Agora é você que cai.. Que se foda se você não me acompanha mais.. Foi-se o tempo que tudo era perfeito.. E eu pedi à Deus para me tirar desse tormento.. Bang, bang, é mais um que caiu. Outra alma subiu e o mundo se fez.. Por caminhos e histórias, vitórias e glórias. Hoje eu dedico tudo isso pra vocês",Aparência,Positivo
sujeitoauxadjetivo,nós não estamos sozinhos,We're Not Alone Tradução,Son Of Dork,Pop/Punk; Pop/Rock; Emocore,"Parado em círculos de plantação. Olhando fixamente as estrelas. Por que existe a possibilidade. De existir vida em Marte. Eu espero que esles tragam Elvis de volta. Porque isso seria muito louco. Eu sei que ele está em algum lugar lá em cima. Jogando 'halo' com um E.T.. . A verdade é que o Pentágono ignorou. Roswell chutou pra trás de portas fechadas. As mentiras que tem te traqüilizado. Apenas não pode ser negado se você abrir sua mente. . Se o universo é um lugar que chamamos de lar. Nós não estamos sozinhos. Mas devemos acreditar que estamos aqui a sós?. Nós não estamos sozinhos. Existe alguém aqui com uma dúvida na cabeça?. Existe alguém cego demais para abrir os olhos?. Perceba. Nós não estamos sozinhos, Nós não estamos sozinhos.. . Todos nós já fomos abduzidos. Somos pegos todo dia. Eles nos acertam com sua luz vermelha. E nossa memória se vai. A verdade está em nossos quintais. Está toda enterrada no chão. Então me acerte como Scottie. Me deixe dar uma olhada em volta. . A verdade que o pentágono ignorou. Roswell chutou pra trás de portas fechadas. As mentiras que tem te traqüilizado. Mas não pode ser negado se você abrir sua mente. . Se o universo é um lugar que chamamos de lar. Nós não estamos sozinhos. Mas devemos acreditar que estamos aqui a sós?. Nós não estamos sozinhos. Existe alguém aqui com uma dúvida na cabeça?. Existe alguém cego demais para abrir os olhos?. Perceba. Nós não estamos sozinhos, Nós não estamos sozinhos.. . E as mentiras que tem te traqüilizado. Apenas não pode ser negado se você abrir sua mente. . Vai!. . Se o universo é um lugar que chamamos de lar. Nós não estamos sozinhos. Devemos acreditar que estamos aqui a sós?. Nós não estamos sozinhos. Existe alguém aqui com uma dúvida na cabeça?. Existe alguém cego demais para abrir os olhos?. Perceba. Nós não estamos sozinhos, Nós não estamos sozinhos.. Nós não estamos sozinhos, Nós não estamos sozinhos.. Nós não estamos sozinhos, Nós não estamos sozinhos.. Nós não estamos sozinhos, Nós não estamos sozinhos.",Emoção,Neutro
sujeitoadjetivo,eu mesma,Sol Quadrado (Part. Larissa Luz),Pitty,Rock Alternativo; Rock; Pop/Rock,"Eles me disseram pra eu desistir. Depois me falaram pra eu concordar. Eles me roubaram o direito. De decidir o meu destino. Levaram embora a minha liberdade. . Que crime foi esse que eu cometi?. Cuidava somente de ser mais feliz. Eu sei, já fiz mal pra alguém. Mas se alguém chorou fui eu mesma. E todos condenam o caminho que eu escolhi. . E decidi. Tá na hora, tá na hora de questionar. Não vou fugir. Da minha essência, não vou me afastar. . Não tem afeto, não tem história. Não tem estrada, não tem memoria. Só tenho apreço pelo enredo. de achar que tu é quem manda agora. Sorrindo pra quem convém. pisando nos descartáveis. Todo mundo quer que passe o chapéu. Desde que não seja o seu. Mudar o sistema por dentro. é ingenuidade ou talento?. A pressão desse mundo artificial é uma iniquidade. pra quem tem um mínimo de sensibilidade. Bom mesmo é achar que a gente. só passa pelo que tem que passar. A gente só passa pelo que tem que passar",Neutro,Neutro
sujeitoauxadjetivo,eu estou preparada,Submersa,Pitty,Rock Alternativo; Rock; Pop/Rock,"Me perdi por aqui. Em alguma esquina desse apartamento. Pedaços de mim pelos cômodos. Eu não sei voltar. Eu não sei voltar. Pra onde foi, já não sei. Já procurei em cada canto. Dessa mente, coração. Ocupado, travado, cheio. De amor e dúvida. As datas passam por mim. Sei lá que dia sou. Fragmentos incompromissíveis de um ritual. Que não escolhi. Que não aprendi. Mas eu vou sair de casa. Já peguei num cabideiro no hall da sala. Um chapéu, o guarda-chuva e um sorriso. Pode tudo vir que eu estou preparada. . Karma, castigo. Acaso ou destino. A porta invade, tira tudo do lugar. Tudo que estava decidido. Tudo o que foi planejado. Jogado pra cima numa lufada de ar. . Fragmentos incompromissíveis de um ritual. Que não escolhi. Que não aprendi. Mas eu vou sair de casa. Já peguei num cabideiro no hall da sala. O chapéu, o guarda-chuva e o sorriso. Pode tudo vir que eu estou preparada. . E eu digo pra ele e pra mim. Sai daí, desse lugar. Não se deixe ficar submersa assim. Sai daí, desse lugar. Não se deixe ficar submersa assim. Sai daí, desse lugar. Não se deixe ficar submersa assim. Sai daí, desse lugar. Não se deixe ficar submersa assim. Submersa assim",Emoção,Positivo
sujeitoauxadjetivo,nós somos tão jovens,Culpa,Nenhum de Nós,Pop/Rock; Rock,Eu nunca pensei. Que pudesse ser pra sempre. Ser tão forte. Eu estava certo. Que sabia aonde ia. Até chegar a um ponto. Sob uma luz ofuscante. Onde uma verdade. Desapareceu. . Mas ninguém tem culpa. É só um outro dia. Diferente dos outros. Igual a outro dia qualquer. . Nós somos tão jovens. Nós corremos os riscos. Não precisamos de nada. Não existimos. Pra ninguém. . Mas ninguém tem culpa. É só um outro dia. Diferente dos outros. Igual a outro dia qualquer. . Os dias são tão curtos. As estradas são tão longas. E as horas passam. . Os dias são tão curtos. As estradas são tão longas. E o tempo passa,Papel Social,Positivo
sujeitoauxadjetivo,nós somos jovens,Andar Sozinho (Part. Jão),Lagum,Pop/Rock; Rock; Surf Music,"Eu gosto de andar sozinho. Não ligo se você vier comigo. Traz a mala, traz tudo. Que te faz ficar em casa. Não esquece nada, não esquece nada. . Previsão pra volta, isso eu não tenho. A gente sai às dez. Contando que o mundo é pequeno. Ingênuo demais, eu sei que sou. Afinal, nós somos jovens. E não tem nada de errado, ô, ô, ô. . Hoje, a noite é nossa. Vem cá, encosta o teu corpo no meu. Eu sou da madrugada. Te levo em casa. Pra ver o que é bom. . Pra você ver que vale a pena. Se arriscar de vez em quando. A vida segue andando. Eu não preciso ir com você. . Hoje, a noite é nossa. Vem cá, encosta o teu corpo no meu. . Eu gosto quando diz. Uhu, na na na na. Uhu, na na na na. Uhu, na na na na. Uhu, na na na na. . Eu gosto de andar sozinho. Não ligo se você vier comigo. Traz a mala, traz tudo. Que te faz ficar em casa. Não esquece nada, não esquece nada. . Previsão pra volta, isso eu não tenho. A gente sai às dez. Contando que o mundo é pequeno. Ingênuo demais, eu sei que sou. Afinal, somos jovens. E não tem nada de errado, ó, ó, ó. . Mas, hoje, a noite é nossa. Vem cá, encosta o teu corpo no meu. Eu sou da madrugada. Te levo em casa. Pra ver o que é bom. . Pra você ver que vale a pena. Se arriscar de vez em quando. A vida segue andando. Eu não preciso ir com você. . Hoje, a noite é nossa. Vem cá, encosta o teu corpo no meu. . Eu gosto quando diz. Uhu, na na na na. Uhu, na na na na. Uhu, na na na na. (Na na na na) uhu. . Eu gosto de andar sozinho. Não ligo se você vier comigo",Papel Social,Neutro
sujeitoauxadjetivo,nós somos iguais,Por Quê?,Mr. Gyn,Pop/Rock,"Quando entro em meu em carro. E vejo o seu batom jogado. E outras coisas que não deixam te esquecer. Já se passam quatro horas. E eu estou aqui parado. Só pensando em como te entender. Mas porque não vem me ver, porque não. Porque não vem me ver, porque.... O meu universo é grande. Pro seu mundo complicado. Que nos prende à coisas tolas, tão banais. Por favor se abra um pouco. Não se esconda e se proteja. Por pensar que todos nós somos iguais. Mas porque não vem me ver, porque não. Porque não vem me ver, porque.... I just live for you. I just live for you. Não vou me cansar. Eu vou te procurar em outro planeta. I just live for you. I just live for you. Não vou me cansar. Eu vou te procurar em outro planeta. . Mas porque não vem me ver, porque não. Mas porque não vem me ver, porque. I just live for you. I just live for you. Não vou me cansar. Eu vou te procurar em outro planeta. I just live for you. I just live for you. Não vou me cansar. Eu vou te procurar em outro planeta. I just live for you. I just live for you. Não vou me cansar. Eu vou te procurar em outro planeta. Não vou me cansar. Eu vou te procurar em outro planeta",Aparência,Positivo
ficar_parecer_tornar,eu fico louca,A Gente,Diwali,Pop/Rock; Romântico; Pop,"A vida é passageira mas o amor é inacabável. Por isso não chore se um dia eu estiver inalcançável. Porque nós dois transcendemos a vida e a morte. Ultrapassamos as barreiras do sul ao norte. E eu acho que temos sorte. Por sermos assim tão fortes. Nosso amor é guardado no peito de um jeito feito um cofre. Mas não diga que vai pois eu corro atrás. Não tem jeito sem você eu não penso direito. . Então vem me diga novamente que me quer também. Meus olhos nos seus olhos eu sinto um bem. Vem fazer diferente, me deixe contente. Todo dia toda hora eu só penso na gente. Às vezes eu pareço que sou doida. É que longe de você eu fico louca. Palavras são pequenas para descrever. O tamanho do amor que eu sinto por você. . Me diga novamente que me quer também. Meus olhos nos seus olhos eu sinto um bem. Vem fazer diferente, me deixe contente. Todo dia toda hora eu só penso na gente. As vezes eu pareço que sou doida. É que longe de você eu fico louca. Palavras são pequenas para descrever. O tamanho do amor que eu sinto por você. . Se soubesse o quanto eu tenho para te falar.. Pararia só um pouco para me escutar.. Não deixaria um vazio no meu coração. Não tem conversa, não tem chance, não tem opção. Tá parecendo ditadura, pura opressão. Me de uma chance de mostrar o meu valor. Eu só quero o seu amor. Nada me faz sentir calor. Como seu corpo, seu sabor. Seu olhar tá me dizendo que você tá escondendo a verdade. Você também sentiu saudade. Não adianta mais negar. Porque seus olhos contarão toda a verdade. . Então vem me diga novamente que me quer também. Meus olhos nos seus olhos eu sinto um bem. Vem fazer diferente, me deixe contente. Todo dia toda hora eu só penso na gente. As vezes eu pareço que sou doida. É que longe de você eu fico louca. Palavras são pequenas para descrever .... . Então vem.... Me quer também...",Caráter,Negativo
ficar_parecer_tornar,eu fui ficando muito mais confusa,Mundo Escuro (Barco a Vênus),K-Sis (Cassis),Pop/Rock; Rock; Pop,"Me disse que estava viajando,mas estava me enganando. Enquanto eu ficava só, trancada no meu quarto. Como o planeta Vênus que nunca foi habitado. Querendo ser a estrela do meu mundo escuro. . Deixa pra lá, cada segundo que eu andei errando o salto. Deixa pra lá, cada instante que eu fiquei voando alto. . Sabe eu tive que ser forte pra entender suas mentiras. Trazer pra minha vida coisas que eu não entendia. Por mais que eu procurasse esquecer, não conseguia. Então eu fui ficando muito mais confusa",Emoção,Negativo
sujeitoauxadjetivo,eu lá no meio da galera era popular,Amigo,B5,Pop/Rock; Rock; Emocore,"Desde pequeno escola é hora do recreio/ E eu lá no meio da galera era popular. Jogando bola percebi que você veio/ apontar a mina do terceiro andar. . E é tão bonito lembrar/ Que a gente sempre foi unido/ Amigo, eu digo e sempre vou falar/ Amigo, assim como você não há. . De tarde a rua é nosso palco preferido/ De bicicleta ou de skate a gente tava lá/ Trocando fatos ainda pouco coloridos/ Ou simplesmente observando tudo passar. . Mas eu posso até arriscar/ Que ali as coisas tinham mais sentido/ Amigo, eu digo e sempre vou falar/ Amigo, assim como você não há. . E quando alguém da rua ficava doente/ Não importava como e onde iria estar/ Se era grave ou era um simples acidente/ A gente sempre achava a forma de ajudar/ E eu digo pra quem quizer ouvir/ Que um mundo amigo é um mundo mais feliz/ Mais feliz. . Nos dias de castigo, sem sair de casa/ Olhando aquela gente chata na TV/ Sem videogame o tempo quase não passava/ Sem game-boy, sem violão e sem CD. . Mas quando você perguntar eu vou desabafar contigo/ Amigo, eu digo e sempre vou falar/ Amigo, assim como você não há/ Amigo, assim como você não há",Papel Social,Positivo
sujeitoauxadjetivo,nós somos tão legais,Bem-vindo À Sua Geração,Tequila Baby,Punk Rock,"Estamos numa festa eu meus amigos. Só pra tentar se divertir. Nós somos tão legais e a vida é tão bela, uohou. E todos tomam tudo e bebem tudo até cair. E isso passa na TV. . Bem-vindo a nossa geração, uooo. Bem-vindo a nossa geração. Isso passa na TV, é. Como uma festa junkie. . Se a metade das pessoas. Que cheiram cocaína ficassem legais. Se a metade das pessoas. Que fumam maconha abrissem os horizontes. Se a metade das pessoas. Que tomam ácido descobrissem as portas da percepção. Se a metade das pessoas. Que cheram cocaína ficassem legais. Se a metade das pessoas. Que fumam maconha abrissem os horizontes. Se a metade das pessoas. Que tomam ácido descobrissem as portas da percepção. . O mundo seria melhor, o mundo seria legal porque meu Deus. Isso não acontece aqui. . Bem-vindo a nossa geração, uooo. Bem-vindo a nossa geração. Isso passa na TV, é. Como uma festa junkie. . . . . ",Caráter,Positivo
